Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
70,+,tiger,&&&&&&&&&&&&,leopard,2,1,VEGETABLE,MAMMAL
71,+,segway,&&&&&&&&&&&&,jetski,2,1,VEGETABLE,VEHICLE
72,+,kiwi,&&&&&&&&&&&&,watermelon,2,1,VEGETABLE,FRUIT
73,+,carrot,&&&&&&&&&&&&,jacket,1,0,CLOTHING,CLOTHING
74,+,spear,&&&&&&&&&&&&,slippers,1,0,CLOTHING,CLOTHING
75,+,zebra,&&&&&&&&&&&&,scarf,1,0,CLOTHING,CLOTHING
76,+,canoe,&&&&&&&&&&&&,shoes,1,0,CLOTHING,CLOTHING
77,+,skirt,&&&&&&&&&&&&,sweater,1,1,CLOTHING,CLOTHING
78,+,swimsuit,&&&&&&&&&&&&,coat,1,1,CLOTHING,CLOTHING
79,+,jeans,&&&&&&&&&&&&,pants,1,1,CLOTHING,CLOTHING
80,+,belt,&&&&&&&&&&&&,socks,1,1,CLOTHING,CLOTHING
81,+,hat,&&&&&&&&&&&&,eggplant,2,0,CLOTHING,VEGETABLE
82,+,shirt,&&&&&&&&&&&&,dagger,2,0,CLOTHING,WEAPON
83,+,cloak,&&&&&&&&&&&&,beaver,2,0,CLOTHING,MAMMAL
84,+,nightgown,&&&&&&&&&&&&,rocket,2,0,CLOTHING,VEHICLE
85,+,corn,&&&&&&&&&&&&,beans,2,1,CLOTHING,VEGETABLE
86,+,artillery,&&&&&&&&&&&&,tank,2,1,CLOTHING,WEAPON
87,+,rabbit,&&&&&&&&&&&&,squirrel,2,1,CLOTHING,MAMMAL
88,+,jeep,&&&&&&&&&&&&,train,2,1,CLOTHING,VEHICLE
89,+,vest,&&&&&&&&&&&&,chicken,1,0,BIRD,BIRD
90,+,cauliflower,&&&&&&&&&&&&,parakeet,1,0,BIRD,BIRD
91,+,grenade,&&&&&&&&&&&&,hawk,1,0,BIRD,BIRD
92,+,camel,&&&&&&&&&&&&,peacock,1,0,BIRD,BIRD
93,+,seagull,&&&&&&&&&&&&,duck,1,1,BIRD,BIRD
94,+,penguin,&&&&&&&&&&&&,ostrich,1,1,BIRD,BIRD
95,+,stork,&&&&&&&&&&&&,swan,1,1,BIRD,BIRD
96,+,raven,&&&&&&&&&&&&,crow,1,1,BIRD,BIRD
97,+,falcon,&&&&&&&&&&&&,gloves,2,0,BIRD,CLOTHING
98,+,cockatoo,&&&&&&&&&&&&,kale,2,0,BIRD,VEGETABLE
99,+,cardinal,&&&&&&&&&&&&,revolver,2,0,BIRD,WEAPON
100,+,goose,&&&&&&&&&&&&,moose,2,0,BIRD,MAMMAL
101,+,suit,&&&&&&&&&&&&,tie,2,1,BIRD,CLOTHING
102,+,ginger,&&&&&&&&&&&&,parsnip,2,1,BIRD,VEGETABLE
103,+,catapult,&&&&&&&&&&&&,flamethrower,2,1,BIRD,WEAPON
104,+,whale,&&&&&&&&&&&&,dolphin,2,1,BIRD,MAMMAL
105,+,turkey,&&&&&&&&&&&&,spade,1,0,TOOL,TOOL
106,+,sandals,&&&&&&&&&&&&,wrench,1,0,TOOL,TOOL
107,+,cucumber,&&&&&&&&&&&&,drill,1,0,TOOL,TOOL
108,+,bat,&&&&&&&&&&&&,scissors,1,0,TOOL,TOOL
109,+,screwdriver,&&&&&&&&&&&&,hammer,1,1,TOOL,TOOL
110,+,rake,&&&&&&&&&&&&,hoe,1,1,TOOL,TOOL
111,+,axe,&&&&&&&&&&&&,chisel,1,1,TOOL,TOOL
112,+,sledgehammer,&&&&&&&&&&&&,crowbar,1,1,TOOL,TOOL
113,+,pitchfork,&&&&&&&&&&&&,vulture,2,0,TOOL,BIRD
114,+,jackhammer,&&&&&&&&&&&&,blouse,2,0,TOOL,CLOTHING
115,+,compass,&&&&&&&&&&&&,chives,2,0,TOOL,VEGETABLE
116,+,computer,&&&&&&&&&&&&,torpedo,2,0,TOOL,WEAPON
117,+,robin,&&&&&&&&&&&&,sparrow,2,1,TOOL,BIRD
118,+,bandana,&&&&&&&&&&&&,belt,2,1,TOOL,CLOTHING
119,+,rhubarb,&&&&&&&&&&&&,beets,2,1,TOOL,VEGETABLE
120,+,machete,&&&&&&&&&&&&,bayonet,2,1,TOOL,WEAPON
121,+,shovel,&&&&&&&&&&&&,strawberry,1,0,FRUIT,FRUIT
122,+,canary,&&&&&&&&&&&&,lemon,1,0,FRUIT,FRUIT
123,+,mittens,&&&&&&&&&&&&,coconut,1,0,FRUIT,FRUIT
124,+,turnip,&&&&&&&&&&&&,cherry,1,0,FRUIT,FRUIT
125,+,plum,&&&&&&&&&&&&,prune,1,1,FRUIT,FRUIT
126,+,orange,&&&&&&&&&&&&,grapefruit,1,1,FRUIT,FRUIT
127,+,honeydew,&&&&&&&&&&&&,cantaloupe,1,1,FRUIT,FRUIT
128,+,cranberry,&&&&&&&&&&&&,apple,1,1,FRUIT,FRUIT
129,+,tangerine,&&&&&&&&&&&&,shears,2,0,FRUIT,TOOL
130,+,fig,&&&&&&&&&&&&,parrot,2,0,FRUIT,BIRD
131,+,mango,&&&&&&&&&&&&,poncho,2,0,FRUIT,CLOTHING
132,+,pomegranate,&&&&&&&&&&&&,leeks,2,0,FRUIT,VEGETABLE
133,+,nails,&&&&&&&&&&&&,bolt,2,1,FRUIT,TOOL
134,+,chickadee,&&&&&&&&&&&&,finch,2,1,FRUIT,BIRD
135,+,shorts,&&&&&&&&&&&&,underwear,2,1,FRUIT,CLOTHING
136,+,pumpkin,&&&&&&&&&&&&,squash,2,1,FRUIT,VEGETABLE
